Gene name	Human gene name
Nomo1	NOMO1
Nomo1	NOMO2
Nomo1	NOMO3
Wfdc1	WFDC1
Mterf3	MTERF3
	SPOCD1
Pate13	
Akap6	AKAP6
Sc5d	SC5D
Fcamr	FCAMR
Entpd5	ENTPD5
Atp5f1c	ATP5F1C
Bicral	BICRAL
Akr7a5	AKR7L
Emp1	EMP1
Adcy8	ADCY8
Rftn2	RFTN2
Tbck	TBCK
	AIDA
	TAPBPL
Lmtk2	LMTK2
	CTNND2
Frs3	FRS3
Myh10	MYH10
Dennd6a	DENND6A
Scnn1g	SCNN1G
Wdr18	WDR18
Zfp609	ZNF609
	GPR33
Strada	STRADA
Gsk3a	GSK3A
	PRPF8
Bloc1s3	BLOC1S3
Chchd3	CHCHD3
	BMERB1
Klhl4	KLHL4
Spin1	SPIN1
Scarf2	SCARF2
Mccc2	MCCC2
Crppa	CRPPA
Kctd19	KCTD19
Vps52	VPS52
Tnfsf12	TNFSF12
	UBE2D3
Sqstm1	SQSTM1
Men1	MEN1
	LY6E
Socs5	SOCS5
Fam107a	FAM107A
Gjc3	GJC3
Snx17	SNX17
Slc30a2	SLC30A2
Sltm	SLTM
Il31ra	IL31RA
Adora3	ADORA3
	TSC22D2
Ptov1	PTOV1
Gpr22	GPR22
Svop	SVOP
Prg3	PRG3
	MAEA
	MEF2A
Kcnd2	KCND2
Cyb5r2	CYB5R2
Tespa1	TESPA1
Fau	FAU
Gosr1	GOSR1
	SYCE1L
Cstdc2	CST9L
Tbpl2	TBPL2
Per1	PER1
Atl2	ATL2
Nsmf	NSMF
Scn10a	SCN10A
	ZFPL1
Cenpa	CENPA
Josd2	JOSD2
Olfml2a	OLFML2A
Sfr1	SFR1
Apbb1ip	APBB1IP
Spats1	SPATS1
Mrps23	MRPS23
Il23r	IL23R
Grm4	GRM4
	ABHD18
C1qtnf7	C1QTNF7
Homer2	HOMER2
Gpx1	GPX1
	GEMIN8
Arl2	ARL2
Parp16	PARP16
Uqcrc2	UQCRC2
Cdk2ap1	
Angptl8	ANGPTL8
Mtcl1	MTCL1
Rnf6	RNF6
Gns	GNS
Fbxo25	FBXO25
Clec3a	CLEC3A
Tmem87b	TMEM87B
Prtn3	PRTN3
Zfp87	ZNF429
Zfp87	ZNF195
Anxa5	ANXA5
Znrd2	ZNRD2
	SRP54
	DYNLT2
	CCT3
	IGKV6D-41
	IGKV6-21
	IGKV6D-21
Tdp2	TDP2
Fbxo47	FBXO47
Pcsk6	PCSK6
P2rx3	P2RX3
Marcks	MARCKS
	TMEM128
Il17f	IL17F
Opcml	OPCML
Car5b	CA5B
Prpsap1	PRPSAP1
Cavin2	CAVIN2
Hoxa2	HOXA2
Npc1l1	NPC1L1
Zfp664	ZNF664
Csmd2	CSMD2
Pnma8c	PNMA8C
Slc41a1	SLC41A1
Sap130	SAP130
Zscan10	ZSCAN10
Vip	VIP
Tex22	TEX22
Atp5pb	ATP5PB
Rara	RARA
Herpud2	HERPUD2
Klhl13	KLHL13
Mxd4	MXD4
Tlk2	TLK2
Cfap161	CFAP161
	MARCHF7
Cadps2	CADPS2
Gbp2	GBP2
Cd9	CD9
Rcn2	RCN2
Nuggc	NUGGC
Gk5	GK5
	NFATC3
Lgals12	LGALS12
Cttnbp2	CTTNBP2
Efnb3	EFNB3
Stard3nl	STARD3NL
	KAT6A
	ZSWIM2
	SLC45A3
Gpr173	GPR173
Sptlc1	SPTLC1
Qpctl	QPCTL
Pold3	
Tstd3	
Rnf169	RNF169
	HLA-DRA
Or51f23b	OR51C1P
Sh3d21	SH3D21
Tmem200c	TMEM200C
Pou3f1	POU3F1
Shmt2	SHMT2
Slc16a1	SLC16A1
Fpgt	FPGT
Atp6ap1	ATP6AP1
	SYCP3
	CCDC187
Mrps9	MRPS9
Polr2d	POLR2D
Grina	GRINA
Pdcd10	PDCD10
Unc5c	UNC5C
Zfp146	ZNF146
Slc5a1	SLC5A1
	METAP2
Stoml1	STOML1
Gpr61	GPR61
Tmpo	TMPO
Mrpl58	MRPL58
Pdk4	PDK4
Zfp451	ZNF451
Zkscan5	ZKSCAN5
Trpc6	TRPC6
Med30	MED30
Zfp608	ZNF608
Tnfsf13b	TNFSF13B
Acsm2	ACSM2B
Acsm2	ACSM2A
Sidt2	SIDT2
Sh2b2	SH2B2
Krt14	KRT14
Trmt10b	TRMT10B
Lrrc58	LRRC58
Arcn1	ARCN1
Gpx6	GPX6
Fam216b	FAM216B
	ATG4A
Rita1	RITA1
Tmem45b	TMEM45B
Gdpd4	GDPD4
Ldb3	LDB3
Tfpi	TFPI
Ndufaf3	NDUFAF3
Ecpas	ECPAS
Bend2	BEND2
Tm4sf5	TM4SF5
Slc27a4	SLC27A4
Fam149a	FAM149A
Uox	
Gclc	GCLC
Pias2	PIAS2
Acrbp	ACRBP
Cacnb4	CACNB4
Mtmr2	MTMR2
Lmtk3	LMTK3
Rheb	RHEB
Lama3	LAMA3
Nxf1	NXF1
Gm10267	
Rnf112	RNF112
Tmem161b	TMEM161B
Rexo2	REXO2
Ociad2	OCIAD2
Zbtb9	ZBTB9
Ly6g6c	LY6G6C
Cfap65	CFAP65
	PRPS1
Tspyl2	TSPYL2
Ankef1	ANKEF1
Acap3	ACAP3
Bend6	BEND6
	MUC1
Anks4b	ANKS4B
Tm9sf4	TM9SF4
Skic3	SKIC3
Trim33	TRIM33
1500009L16Rik	C12orf75
Dppa1	
Zfp189	ZNF189
Chi3l1	CHI3L1
Agpat2	AGPAT2
Rap1gds1	RAP1GDS1
Rab21	RAB21
Rubcn	RUBCN
	TSPAN8
Niban3	NIBAN3
Wdr95	
Pih1d2	PIH1D2
Rabgap1	RABGAP1
	RAB7A
Nmnat3	NMNAT3
Sstr3	SSTR3
Rab8b	RAB8B
Dera	DERA
	HCLS1
Ppp3r1	PPP3R1
Gpha2	GPHA2
Prickle3	PRICKLE3
Cxcl14	CXCL14
Rfk	RFK
Pgd	PGD
Nrg4	NRG4
Sel1l	SEL1L
Acot13	ACOT13
Pgk1	PGK1
Selenow	SELENOW
Fsd1	FSD1
Pcp2	PCP2
Glud1	GLUD2
Glud1	GLUD1
	OR5AC1
Psen2	PSEN2
Acsm4	ACSM4
Tbc1d22b	TBC1D22B
Rbl2	RBL2
Wnt5a	WNT5A
	MAP3K10
Cdh2	CDH2
Atp2c2	ATP2C2
Phax	PHAX
Gsg1	GSG1
Mavs	MAVS
Rbm39	RBM39
Cnst	CNST
Mnt	MNT
Fgf2	FGF2
Bpifa1	BPIFA1
Slc43a1	SLC43A1
Slc29a4	SLC29A4
Sypl	SYPL1
Actmap	ACTMAP
Dnajc3	DNAJC3
	C1orf56
Pex1	PEX1
Nol4l	NOL4L
Tk2	TK2
Ccnc	CCNC
Jazf1	JAZF1
Stk40	STK40
	ZNF429
	ZNF195
Man1b1	MAN1B1
	ZC3H11A
	ZC3H11B
	ZC3H11C
Hjv	HJV
Cyp19a1	CYP19A1
Krt36	KRT36
Srebf2	SREBF2
Zfp507	ZNF507
Hpse	HPSE
Tm7sf2	TM7SF2
	EIF3K
Angptl4	ANGPTL4
Poll	POLL
Tent5b	TENT5B
Kif12	KIF12
Sar1b	SAR1B
Cfap70	CFAP70
Rnf11	RNF11
Pomgnt2	POMGNT2
Ednrb	EDNRB
Faap100	FAAP100
Cfap45	CFAP45
Adgrg6	ADGRG6
	PPP1R14B
Paip1	PAIP1
	MTCH1
Gsto2	GSTO2
Pip4p2	PIP4P2
Golt1a	GOLT1A
Isoc2b	ISOC2
Pgap2	PGAP2
Kif20a	KIF20A
Shroom3	SHROOM3
Scrt1	SCRT1
Zfp952	
Angpt2	ANGPT2
Duox2	DUOX2
Lpar4	LPAR4
Trip6	TRIP6
Cyp39a1	CYP39A1
Rtn4rl2	RTN4RL2
Podxl2	PODXL2
Acads	ACADS
Hspb2	HSPB2
Mpc2	MPC2
	MSC
Evc2	EVC2
Npl	NPL
Aebp2	AEBP2
Ccdc177	CCDC177
Tsg101	TSG101
Surf2	SURF2
Ky	KY
Slc25a20	SLC25A20
Ihh	IHH
Slc25a41	SLC25A41
Fezf1	FEZF1
Kcnma1	KCNMA1
	RETNLB
Anxa3	ANXA3
	MICA
	MICB
Med7	MED7
Sox18	SOX18
Terb2	TERB2
Ankrd13a	ANKRD13A
Atl3	ATL3
Arhgap24	ARHGAP24
	PGAM4
	PGAM1
Gpn3	GPN3
	KCMF1
	RBM6
Smad5	SMAD5
	SPMIP2
Capn6	CAPN6
Pkn3	PKN3
Tada3	TADA3
Or13l2	
	POM121L2
Ncmap	NCMAP
	ITLN1
Pml	PML
Uts2b	UTS2B
Mbl1	
Cops7a	COPS7A
Lrrc3b	LRRC3B
Ipo7	IPO7
Sncg	SNCG
Ldlrad1	LDLRAD1
Osbpl2	OSBPL2
Zfp408	ZNF408
Iglon5	IGLON5
Papss1	PAPSS1
Cplx4	CPLX4
	PROS1
Ncapd3	NCAPD3
Relt	RELT
	ANK3
Irx2	IRX2
Pstpip2	PSTPIP2
Acsf3	ACSF3
Morc1	MORC1
Rab14	RAB14
Oc90	OC90
Crybb2	CRYBB2
	ATP13A4
	EIF4E
Borcs8	BORCS8
Septin5	SEPTIN5
Gstm4	GSTM4
Atat1	ATAT1
Prdx5	PRDX5
	PDP1
Tmem79	TMEM79
Fbxo45	FBXO45
Astn2	ASTN2
	SNX6
Dlgap4	DLGAP4
Smc3	SMC3
	ZNF780A
Park7	PARK7
Drg2	DRG2
Fbxo16	FBXO16
Prodh2	PRODH2
Calhm5	CALHM5
Ell	ELL
Pfdn6	PFDN6
Mtss2	MTSS2
Pkd1	PKD1
Lrp11	LRP11
Zswim5	ZSWIM5
	MRPL30
Capns1	CAPNS1
Atxn7l1	ATXN7L1
Ptch1	PTCH1
Nkapd1	NKAPD1
Zbtb48	ZBTB48
Cep68	CEP68
Arhgap39	ARHGAP39
Marchf2	MARCHF2
Adamts15	ADAMTS15
Ggt5	GGT5
Arf5	ARF5
	PLD3
Mfge8	MFGE8
Gramd1c	GRAMD1C
Hsbp1	HSBP1
Itgam	ITGAM
Dlat	DLAT
Dis3	DIS3
Tmem210	TMEM210
Eipr1	EIPR1
Nt5e	NT5E
	CES3
Map4k2	MAP4K2
Akap14	AKAP14
Usp3	USP3
Mysm1	MYSM1
C130050O18Rik	
Smpd4	SMPD4
Iqsec3	IQSEC3
Pmm1	PMM1
Ephb6	EPHB6
Herc6	HERC6
Myo1h	MYO1H
Phactr1	PHACTR1
Hook3	HOOK3
Adamtsl4	ADAMTSL4
Cdh12	CDH12
Tmco1	TMCO1
Ercc1	ERCC1
Nelfb	NELFB
Slc4a7	SLC4A7
Tm7sf3	TM7SF3
Nxpe3	NXPE3
	SCUBE1
Gpr156	GPR156
Gin1	GIN1
Lmbrd2	LMBRD2
Lars2	LARS2
Cfap97	CFAP97
Pik3c2g	PIK3C2G
Fzd8	FZD8
Nfkbib	NFKBIB
Arnt2	ARNT2
Tmem164	TMEM164
Rer1	RER1
	EGLN2
Taf2	TAF2
Armcx4	ARMCX4
Rnf144a	RNF144A
Dhrs3	DHRS3
Slc25a45	SLC25A45
Fgd1	FGD1
Tmem14a	TMEM14A
Podxl	PODXL
Adam10	ADAM10
Lurap1l	LURAP1L
Hexb	HEXB
Kif17	KIF17
Pank2	PANK2
Prss43	
Marchf4	MARCHF4
Actrt3	ACTRT3
Gdf15	GDF15
Mpp7	MPP7
Camp	CAMP
Ntrk2	NTRK2
Resf1	RESF1
	TAF7L
Thsd7b	THSD7B
Lum	LUM
Sipa1	SIPA1
Macc1	MACC1
Myct1	MYCT1
Xkr9	XKR9
Phactr3	PHACTR3
Irs1	IRS1
Pdc	PDC
Or2k2	OR2K2
Fermt3	FERMT3
Dnajc5b	DNAJC5B
Gstm1	GSTM1
Rpl34	RPL34
Ajuba	AJUBA
Lrig2	LRIG2
Ces2e	CES2
Frem1	FREM1
Jdp2	JDP2
Pdcd11	PDCD11
Adamts16	ADAMTS16
Tspan3	TSPAN3
Morn5	MORN5
Unc13c	UNC13C
Il4i1	IL4I1
Nfat5	NFAT5
Khdrbs1	KHDRBS1
Zfp746	ZNF746
	SEPTIN3
Evi5l	EVI5L
Fam234a	FAM234A
Ptms	
Lsm6	LSM6
Tnn	TNN
Sh2d7	SH2D7
Tmem168	TMEM168
Ccdc88b	CCDC88B
Cldn19	CLDN19
Pofut1	POFUT1
Akna	AKNA
Cap1	CAP1
Vstm2a	VSTM2A
Grpel2	GRPEL2
Aspdh	ASPDH
Tppp3	TPPP3
Ces1d	CES1
Mtr	MTR
Irf8	IRF8
Ogfod1	OGFOD1
Samd4	SAMD4A
Tpcn1	TPCN1
Rnaseh1	RNASEH1
	AKAP5
Ccdc179	
Tst	TST
Ctsr	
Ap5b1	AP5B1
Il13ra2	IL13RA2
	CIMIP3
Ptp4a3	PTP4A3
Fcrl5	FCRL5
Gca	GCA
Mtif2	MTIF2
Fgf17	FGF17
	CFDP1
Ovol1	OVOL1
Capn10	CAPN10
Slc37a4	SLC37A4
Drc3	DRC3
	GCLM
Mex3d	MEX3D
Gmnn	GMNN
Rnf14	RNF14
Rsu1	RSU1
Abca16	
Tctn1	TCTN1
Slc22a20	
Kcng3	KCNG3
Lhfpl7	LHFPL7
Bbs12	BBS12
Ankrd49	ANKRD49
Hoxc13	HOXC13
Izumo3	IZUMO3
Mettl16	METTL16
P2ry2	P2RY2
Ltbr	LTBR
Pno1	PNO1
Cnot3	CNOT3
Fkbp3	FKBP3
	SEC61A2
Fam120c	FAM120C
Sac3d1	SAC3D1
	ISG20
Magel2	MAGEL2
	HNRNPA2B1
Misp3	MISP3
Rab5c	RAB5C
Calml4	CALML4
Coasy	COASY
Cox6a1	COX6A1
F2rl3	F2RL3
Tmem86a	TMEM86A
Agk	AGK
Ablim2	ABLIM2
Ttc7	TTC7A
Ikbkb	IKBKB
Snapc2	SNAPC2
Pfkfb4	PFKFB4
Mef2c	MEF2C
Acp3	ACP3
Stip1	STIP1
Hars1	HARS1
Mdfic	MDFIC
Nt5c3b	NT5C3B
Ankrd42	ANKRD42
Ube2e3	UBE2E3
Foxi1	FOXI1
Eci1	ECI1
Mfap4	MFAP4
	ANO5
Klrg1	KLRG1
	LGALSL
Stab2	STAB2
Cyp2u1	CYP2U1
Gcm2	GCM2
Agxt2	AGXT2
Them5	THEM5
Yme1l1	YME1L1
St6gal1	ST6GAL1
Fut8	FUT8
Rufy3	RUFY3
Fam47e	FAM47E
Ssna1	SSNA1
Ctsa	CTSA
	BEX4
Ltbp3	LTBP3
Mn1	MN1
Brd9	BRD9
Zscan5b	ZSCAN5B
Zscan5b	ZSCAN5A
Zscan5b	ZSCAN5C
Oga	OGA
Sparc	SPARC
Pi15	PI15
Slc19a2	SLC19A2
Pnliprp1	PNLIPRP1
Faap24	FAAP24
Myl4	MYL4
Ppil4	PPIL4
Vtcn1	VTCN1
Lrit1	LRIT1
Gpr12	GPR12
Ostn	OSTN
Tspan14	TSPAN14
Actr8	ACTR8
	RNF181
Ext1	EXT1
Papln	PAPLN
Rhbdf2	RHBDF2
Zfp804a	ZNF804A
Paqr4	PAQR4
Fam172a	FAM172A
	OR2H2
	OR2H1
Samd4b	SAMD4B
Gm36368	
	POLQ
Tap2	TAP2
Sowahc	SOWAHC
Bmp2	BMP2
	SMYD3
Ppp1r11	PPP1R11
Sh3gl2	SH3GL2
Mphosph9	MPHOSPH9
Upb1	UPB1
Ube2e2	UBE2E2
	PSME2
Vrk3	VRK3
Taf6l	TAF6L
Klhl3	KLHL3
Foxn3	FOXN3
Il1rl2	IL1RL2
Kctd17	KCTD17
Zbtb8a	ZBTB8A
Allc	ALLC
Zfp513	ZNF513
	CCDC86
Ppp5c	PPP5C
Fsip2	FSIP2
Limd2	LIMD2
Sh3bgrl3	SH3BGRL3
Cox8a	COX8A
Gpd2	GPD2
Psme1	PSME1
Rundc3b	RUNDC3B
4930590J08Rik	C3orf20
Mrps7	MRPS7
Flot1	FLOT1
Csnk1g3	CSNK1G3
Tfcp2	TFCP2
Lrmda	LRMDA
Scn5a	SCN5A
Lrrc75b	LRRC75B
2300009A05Rik	C15orf61
Eif4ebp3	EIF4EBP3
Htr2b	HTR2B
Chgb	CHGB
Rnf217	RNF217
Midn	MIDN
Cntn2	CNTN2
C4b	C4A
C4b	C4B
Ackr1	ACKR1
Hoxc12	HOXC12
Fcer1g	FCER1G
Plppr4	PLPPR4
Pola2	POLA2
Rexo4	REXO4
D630045J12Rik	KIAA1549
Lama5	LAMA5
Hoxa1	HOXA1
Dynlt3	DYNLT3
Crb1	CRB1
B4galt5	B4GALT5
Isx	ISX
Usp25	USP25
Kcnab3	KCNAB3
Zmym3	ZMYM3
Ralyl	RALYL
Selp	SELP
Zcchc10	ZCCHC10
Dus1l	DUS1L
	OSBPL3
	SELENOP
Ccdc88c	CCDC88C
Wdr37	WDR37
Nvl	NVL
Nlrc4	NLRC4
Hpx	HPX
Cpsf2	CPSF2
Dnm3	DNM3
Clec16a	CLEC16A
Trim8	TRIM8
	C11orf68
Krt2	KRT2
Lingo1	LINGO1
Rad51ap2	RAD51AP2
Epas1	EPAS1
Pank3	PANK3
Tfb2m	TFB2M
Tcf4	TCF4
Cdhr2	CDHR2
Wnt16	WNT16
Ypel4	YPEL4
Jmy	JMY
Bckdha	BCKDHA
Ngrn	NGRN
Cers2	CERS2
	TOP3A
Mad1l1	MAD1L1
Rangrf	RANGRF
Anxa7	ANXA7
Stat1	STAT1
Tmem218	TMEM218
Calhm3	CALHM3
Lyrm7	LYRM7
Ago1	AGO1
	WDR86
Prokr2	PROKR2
Ctdspl2	CTDSPL2
Cep85l	CEP85L
Slc39a8	SLC39A8
Exoc2	EXOC2
Sh2d1a	SH2D1A
Lbx1	LBX1
Gpr182	GPR182
Naif1	NAIF1
Or8s2	
Tmem183a	TMEM183A
Nt5c	NT5C
Lypla2	LYPLA2
Dyrk2	DYRK2
Slc52a3	SLC52A3
Prkab2	PRKAB2
Pcdhga6	PCDHGA6
Gabpb2	GABPB2
Casp14	CASP14
Golga7	GOLGA7
	ERBB3
Hoxc11	HOXC11
Serpini1	SERPINI1
Cdc42bpg	CDC42BPG
	DENND1A
Npm3	NPM3
Lpp	LPP
Oma1	OMA1
Rnd1	RND1
Mb21d2	MB21D2
	CD1D
Amigo1	AMIGO1
Gmpr2	GMPR2
Plcb1	PLCB1
Psmb4	PSMB4
Pdgfc	PDGFC
Or52e7	
Hspa12b	HSPA12B
Macroh2a2	MACROH2A2
Nudt6	NUDT6
Slc30a8	SLC30A8
Cdh1	CDH1
Wfdc15a	
Hap1	HAP1
Gadd45b	GADD45B
	TGIF2LY
	TGIF2LX
Mrpl27	MRPL27
Slc35f4	SLC35F4
Ddx18	DDX18
Fam216a	FAM216A
Nkg7	NKG7
	DOCK9
Fam229a	FAM229A
	NDUFA10
Arsk	ARSK
Pin4	PIN4
Ppp1cb	PPP1CB
Prph	PRPH
Cuedc2	CUEDC2
Slc39a7	SLC39A7
Rmnd5b	RMND5B
Rell1	RELL1
Taf4	TAF4
Trpm3	TRPM3
Nkx6-3	NKX6-3
Ttc23l	TTC23L
Nkiras2	NKIRAS2
Snx21	SNX21
Sf3b4	SF3B4
	EHBP1L1
Hnrnpk	HNRNPK
Tm2d2	TM2D2
Pcdhga5	PCDHGA5
Grin2d	GRIN2D
Plch1	PLCH1
Otud5	OTUD5
Gm17455	C10orf105
Tbxa2r	TBXA2R
Cidec	CIDEC
Eno2	ENO2
Bmal2	BMAL2
Mtres1	MTRES1
4930578I06Rik	C8orf74
Dph2	DPH2
Rorc	RORC
Snx19	SNX19
Prss22	PRSS22
Dctd	DCTD
Banf1	BANF1
	BGLAP
Cyp17a1	CYP17A1
Adam17	ADAM17
Tmt1b	TMT1B
Ubap1	UBAP1
Dlgap5	DLGAP5
Tasor2	TASOR2
Krt90	
Bax	BAX
Or52e4	OR52E4
Fibp	FIBP
Heatr4	HEATR4
Clcn3	CLCN3
Bank1	BANK1
	STC1
Yipf4	YIPF4
Gm30191	C1orf232
	BCAS1
Llgl2	LLGL2
Ace	ACE
Esrra	ESRRA
Fam171b	FAM171B
	FCGR2C
	FCGR2A
	FCGR2B
Sult6b2	
Ube2e1	UBE2E1
Mcm9	MCM9
Tcfl5	TCFL5
Plpbp	PLPBP
	MAST4
Rgl3	RGL3
Tmem196	
Akr1c19	
Efcab10	EFCAB10
Calhm2	CALHM2
Ankrd34b	ANKRD34B
Islr	ISLR
Krt7	KRT7
Selplg	SELPLG
Mzb1	MZB1
Klhl17	KLHL17
Ccdc169	CCDC169
Gpr85	GPR85
	RIPOR2
L2hgdh	L2HGDH
Cfap57	CFAP57
Snrpa1	SNRPA1
Aspscr1	ASPSCR1
Desi2	DESI2
Fcer2a	FCER2
Naaladl1	NAALADL1
Bmp7	BMP7
Cyb5r1	CYB5R1
	GTF2F1
Sertad3	SERTAD3
Pwwp3a	PWWP3A
Ccdc134	CCDC134
Mrpl40	MRPL40
	CACNA1G
Gpr143	GPR143
Kcna3	KCNA3
Meox2	MEOX2
Otub2	OTUB2
	LSM8
Cops6	COPS6
Kcnq3	KCNQ3
Dennd10	DENND10
Cela1	CELA1
Hspa1l	HSPA1L
Crhr2	CRHR2
Birc6	BIRC6
	PARP6
Hcfc2	HCFC2
	CASKIN2
Sult1c1	SULT1C3
1700122O11Rik	
Map2k5	MAP2K5
Zfp593os	
Sptbn1	SPTBN1
Islr2	ISLR2
Atmin	ATMIN
Sh3pxd2a	SH3PXD2A
Arfgef3	ARFGEF3
Mus81	MUS81
Bag1	BAG1
Galk1	GALK1
Fam25a	FAM25A
Fam25a	FAM25G
Fam25a	FAM25C
Egflam	EGFLAM
Phf14	PHF14
Mok	MOK
Or8c15	
Slc28a1	SLC28A1
Dpysl5	DPYSL5
Rps6ka3	RPS6KA3
	INTS12
Zeb2	ZEB2
Cib2	CIB2
Cnot10	CNOT10
	DAB2
Odf2	ODF2
Ctdp1	CTDP1
Snx32	SNX32
Adprh	ADPRH
Zfp444	ZNF444
Twnk	TWNK
Rnf130	RNF130
Lrit3	LRIT3
Piezo2	PIEZO2
1700067P10Rik	
Car3	CA3
Btk	BTK
Fgd5	FGD5
Sit1	SIT1
Usp34	USP34
Emc9	EMC9
Cmtm8	CMTM8
Jag1	JAG1
Il1rn	IL1RN
Phb2	PHB2
Vdr	VDR
Vps51	VPS51
	AMPH
Frzb	FRZB
Ncln	NCLN
Galnt15	GALNT15
	CIAO2A
	RELA
Ccdc65	CCDC65
Nup93	NUP93
Cyb561d1	CYB561D1
Pitx3	PITX3
Mpped1	MPPED1
Dld	DLD
Svep1	SVEP1
Zfp64	ZFP64
Etv1	ETV1
	MTUS1
Pogk	POGK
Ftsj1	FTSJ1
Mapk15	MAPK15
Vps37b	VPS37B
Chmp2a	CHMP2A
Raf1	RAF1
Zfp423	ZNF423
Bcr	BCR
Fancm	FANCM
Greb1	GREB1
Phox2a	PHOX2A
Cubn	CUBN
Tmem40	TMEM40
Fam131a	FAM131A
	HEG1
Adam5	
Pttg1ip2	PTTG1IP2
Ndufa3	NDUFA3
Krt17	KRT17
Socs7	SOCS7
	ZFYVE21
Lfng	LFNG
	PPP1R12B
Usp9x	USP9X
Dnah3	DNAH3
Fam89b	FAM89B
Gstt3	
Steap1	STEAP1
Steap1	STEAP1B
Gm29133	
Cdh11	CDH11
Pde8b	PDE8B
Rpusd3	RPUSD3
Bin1	BIN1
Scarb2	SCARB2
	MDP1
Sostdc1	SOSTDC1
Kcnk7	KCNK7
Fmnl3	FMNL3
Gse1	GSE1
Hmmr	HMMR
Pde7b	PDE7B
Flrt1	FLRT1
	PSMB5
Slc7a11	SLC7A11
Fndc7	FNDC7
	MED27
Nsd1	NSD1
Slk	SLK
Lipt1	LIPT1
Pi4k2b	PI4K2B
Tulp2	TULP2
	DRAP1
Pigx	PIGX
Kcnh6	KCNH6
	EGF
Usp38	USP38
	PANX1
Mdm1	MDM1
Tpm3	
Kpna6	KPNA6
Fam222a	FAM222A
Pxmp4	PXMP4
Tmem151a	TMEM151A
Ace2	ACE2
Synrg	SYNRG
Ap3m1	AP3M1
Rfc1	RFC1
1700019D03Rik	C2orf88
Epc1	EPC1
	BHLHE41
Ilvbl	ILVBL
1700010I14Rik	C6orf118
Prdm16	PRDM16
Il12rb1	IL12RB1
Il9	IL9
Diaph3	DIAPH3
Mtor	MTOR
Bnip5	BNIP5
Krt1	KRT1
Angel1	ANGEL1
Appl2	APPL2
Uap1l1	UAP1L1
Clec4f	CLEC4F
Ppm1g	PPM1G
Epor	EPOR
Relch	RELCH
Aspg	ASPG
Gjb3	GJB3
Cxxc1	CXXC1
Tlx1	TLX1
Crispld2	CRISPLD2
Plac1	PLAC1
Hint3	HINT3
Msrb3	MSRB3
Lrrc26	LRRC26
Elovl1	ELOVL1
Cacng2	CACNG2
Rae1	RAE1
Mlh1	MLH1
	BNIP3
Adamts4	ADAMTS4
Irag1	IRAG1
Sfxn2	SFXN2
Gpr35	GPR35
Fam110d	FAM110D
Slc35a2	SLC35A2
Riox2	RIOX2
	ERCC6L
Mboat4	MBOAT4
Ccdc42	CCDC42
Alx1	ALX1
Sec1	
Bmx	BMX
Lmbr1	LMBR1
Mageh1	MAGEH1
Arhgdib	ARHGDIB
	CPT1C
Nme5	NME5
Efemp2	EFEMP2
	OARD1
Zfp60	ZNF780A
Irf4	IRF4
Nbdy	NBDY
Lrrc28	LRRC28
Naa80	NAA80
	GGA3
Cxxc5	CXXC5
	SEPTIN4
Galnt9	GALNT9
	ABCB6
Frrs1	FRRS1
Syce2	SYCE2
Slc41a3	SLC41A3
Dmxl1	DMXL1
Chd5	CHD5
Or51k7	
Tmem175	TMEM175
Snx15	SNX15
Mrpl43	MRPL43
Tns2	TNS2
Gnl1	GNL1
Lamp5	LAMP5
Cercam	CERCAM
Slc12a3	SLC12A3
Abhd3	ABHD3
Zfp667	ZNF667
Ccdc77	CCDC77
Ldoc1	LDOC1
Aff2	AFF2
Pex2	PEX2
Klhl29	KLHL29
Tmem262	TMEM262
Scand1	SCAND1
Itgb3	ITGB3
Or52d1	OR52D1
Zfp384	ZNF384
	DNAJC10
Mfap2	MFAP2
Tcf7l1	TCF7L1
Mtmr6	MTMR6
Endog	ENDOG
Fastk	FASTK
Cst6	CST6
Or51i1	OR51I1
Socs1	SOCS1
Ccdc150	CCDC150
Fbxl15	FBXL15
Pfkfb3	PFKFB3
Eif1ad	EIF1AD
Ints6	INTS6
Gabpb1	GABPB1
Adora2a	ADORA2A
Cox6b2	COX6B2
	GPR179
Itsn2	ITSN2
Tmem267	TMEM267
Tmem131l	TMEM131L
Acox1	ACOX1
Ercc8	ERCC8
Snx7	SNX7
Fez1	FEZ1
Ppp1r1c	PPP1R1C
Cadm3	CADM3
Troap	TROAP
Zfp280b	ZNF280B
Srpr	SRPRA
Huwe1	HUWE1
Dclk2	DCLK2
Yif1a	YIF1A
Arl14	ARL14
Sympk	SYMPK
	IL11RA
B4gat1	B4GAT1
Ubqln3	UBQLN3
Epop	EPOP
Ly75	LY75
Bpifc	BPIFC
Rhbdl2	RHBDL2
Or51a24	
Cd96	CD96
Kansl2	KANSL2
Pknox1	PKNOX1
	RPS14
Stn1	STN1
Necab3	NECAB3
Eya3	EYA3
Kcng1	KCNG1
Klc2	KLC2
	RABGAP1L
	DUSP13A
B4galt1	B4GALT1
Gcnt2	GCNT2
Il17b	IL17B
Gsk3b	GSK3B
Gcgr	GCGR
Npy5r	NPY5R
Or52d3	
Zfp385a	ZNF385A
Ftsj3	FTSJ3
Galnt5	GALNT5
Tmtc2	TMTC2
Gpcpd1	GPCPD1
Ltbp2	LTBP2
Tas2r107	TAS2R10
Kctd14	KCTD14
Hadh	HADH
Cdyl2	CDYL2
Nsd2	NSD2
Ddx59	DDX59
